BinLocationName,ArticleSKU
FK31-13-B,PHF-11-10544-3
FK31-14-A,PHF-11-10836-3
FK31-14-B,PHF-11-10306-3
FK32-1-A,PRO-00-10757-5
FK32-1-B,PCK-00-102736-5
FK32-2-A,PHF-11-132613-5
FK32-2-B,PHF-11-10164-3
FK32-3-A,PRO-00-10737-5
FK32-3-B,SPI-00-11654-5
FK32-4-A,PRO-00-10147-5
FK32-4-B,DRY-00-143148-5
FK32-5-A,PHF-11-132611-5
FK32-5-B,SPI-00-11574-5
FK32-6-A,PRO-00-002386-5
FK32-6-B,SPI-00-11791-5
FK32-7-A,SPI-00-90496-5
FK32-7-B,DRY-00-141335-5
FK32-8-A,DRY-00-141706-5
FK32-8-B,SPI-00-12021-5
FK32-9-A,SPI-00-90497-5
FK32-9-B,PRO-00-137169-5
FK32-10-A,DRY-00-10474-5
FK32-10-B,SPI-00-11573-5
FK32-11-A,PRO-00-139637-5
FK32-11-B,PHF-11-10873-3
FK32-12-A,DRY-00-10277-5
FK32-12-B,PRO-00-50340-5
FK32-13-A,PHF-11-10042-3
FK32-13-B,PRO-00-137168-5
FK32-14-A,DRY-00-10012-5
FK32-14-B,PHF-11-10692-3
AD-01-B-1B,PTN-11-90538-2
AD-01-B-1C,BAK-11-129193-3
AD-01-B-2B,PRO-00-133292-3
AD-01-B-2C,BAK-11-133291-3
